english,english_normalized,domain,primary_tamil,all_alternatives,sources
uncommitted logic array,uncommitted logic array,database,உறுதிப்படாத தருக்க வரிசை,உறுதிப்படாத தருக்க வரிசை,மணவை முஸ்தபா
uncompress,uncompress,general,விரித்துப் பெருக்குதல்,விரித்துப் பெருக்குதல்,மணவை முஸ்தபா
unconditional branch,unconditional branch,general,நிபந்தனையற்ற கிளை,நிபந்தனையற்ற கிளை,மணவை முஸ்தபா
unconditional branch instruction,unconditional branch instruction,general,நிபந்தனையற்ற கிளைபிரி நிரல்,நிபந்தனையற்ற கிளைபிரி நிரல்,மணவை முஸ்தபா
unconditional branching,unconditional branching,general,நிபந்தனையிலா கிளைத்தல்,நிபந்தனையிலா கிளைத்தல்,"அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
unconditional transfer,unconditional transfer,general,நிபந்தனையிலா தாவல்,"நிபந்தனையிலா தாவல்,நிபந்தனையற்ற மாற்றல்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
uncontrolled loop,uncontrolled loop,programming,கட்டுப்பாடற்ற கண்ணி,"கட்டுப்பாடற்ற கண்ணி,கட்டுப்படுத்தப்படாத கண்ணி","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
undefined,undefined,general,வரையறுக்கப்படாத,வரையறுக்கப்படாத,மணவை முஸ்தபா
undefined variable,undefined variable,programming,வரையறுக்கப்படாத மாறிலி,வரையறுக்கப்படாத மாறிலி,மணவை முஸ்தபா
Undelete,undelete,general,மீட்டெடு,"மீட்டெடு,அன்டிலெட் ; மீட்டெடு","மு.சிவலிங்கம்,மணவை முஸ்தபா"
undeliverable,undeliverable,general,சேர்ப்பிக்க முடியாத வினியோகிக்க முடியாத,சேர்ப்பிக்க முடியாத வினியோகிக்க முடியாத,மணவை முஸ்தபா
under colour separation,under colour separation,general,மூல வண்ணப் பிரிப்பு,மூல வண்ணப் பிரிப்பு,மணவை முஸ்தபா
under flow,under flow,general,தேக்க யலாச்சிறும நிலை,தேக்க யலாச்சிறும நிலை,அண்ணா பல்கலைக்கழகம்
Underfitting,underfitting,ai,குறைப்பொருத்தம்,குறைப்பொருத்தம்,காங்கேயன் பசுபதி
underflow,underflow,general,கீழோட்டம் ; தேக்க இயலா கீழ்நிலை,கீழோட்டம் ; தேக்க இயலா கீழ்நிலை,மணவை முஸ்தபா
Underline,underline,office,அடிக்கோடு,அடிக்கோடு,மு.சிவலிங்கம்
underlining,underlining,general,அடிக் கோடிடல்,அடிக் கோடிடல்,மணவை முஸ்தபா
undernet,undernet,general,அண்டர்நெட்,அண்டர்நெட்,மணவை முஸ்தபா
underpunch,underpunch,general,கீழ்துளை,கீழ்துளை,மணவை முஸ்தபா
underscan,underscan,general,அண்டர்ஸ்கேன்,அண்டர்ஸ்கேன்,மணவை முஸ்தபா
underscore,underscore,general,அடிக்கீறு,அடிக்கீறு,மணவை முஸ்தபா
undo,undo,general,முன்செயல் நீக்கு,"முன்செயல் நீக்கு,செய்தது தவிர்,செய்தவிர்/செய்ததைத் தவிர்","அண்ணா பல்கலைக்கழகம்,மு.சிவலிங்கம்,மணவை முஸ்தபா,aangilam.org"
undock,undock,general,பிரி; விலக்கு,பிரி; விலக்கு,மணவை முஸ்தபா
unerase,unerase,general,மீட்டெடு,மீட்டெடு,மணவை முஸ்தபா
unexpected halt,unexpected halt,general,எதிர்பாரா இடை நிறுத்தம்,எதிர்பாரா இடை நிறுத்தம்,மணவை முஸ்தபா
unformat,unformat,office,வடிவமைப்பை மாற்று,வடிவமைப்பை மாற்று,மணவை முஸ்தபா
unformatted I/O,unformatted i/o,office,வடிவமைக்கப்படாத உ/வெ,வடிவமைக்கப்படாத உ/வெ,மணவை முஸ்தபா
unfreeze columns,unfreeze columns,office,அணைத்து நெடுக்கையும் விடுவி,அணைத்து நெடுக்கையும் விடுவி,மணவை முஸ்தபா
ungroup,ungroup,general,குழு கலை,குழு கலை,மணவை முஸ்தபா
unhandled exception,unhandled exception,programming,கையாளா விதிவிலக்கு,கையாளா விதிவிலக்கு,மணவை முஸ்தபா
unhide,unhide,general,வெளிக்கொணர்,வெளிக்கொணர்,மணவை முஸ்தபா
unhide columns,unhide columns,office,நெடுக்கைகள் வெளிக்கொணர்,நெடுக்கைகள் வெளிக்கொணர்,மணவை முஸ்தபா
unibus,unibus,hardware,ஒற்றைப் பாட்டை,"ஒற்றைப் பாட்டை,ஒற்றைப்பாட்டை","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
Unicast,unicast,networking,ஒருமுனைப் பரப்பு,ஒருமுனைப் பரப்பு,மு.சிவலிங்கம்
unicode,unicode,programming,யுனிகோடு,யுனிகோடு,மணவை முஸ்தபா
unicorn,unicorn,general,யுனிகார்ன்,யுனிகார்ன்,மணவை முஸ்தபா
unidirectional,unidirectional,general,ஒரே திசையிலான,ஒரே திசையிலான,மணவை முஸ்தபா
unidirectional printing,unidirectional printing,general,ஒரே திசையிலான அச்சிடல்,ஒரே திசையிலான அச்சிடல்,மணவை முஸ்தபா
Uniform Naming Convention,uniform naming convention,general,ஒரு சீரான பெயரிடு மரபு,ஒரு சீரான பெயரிடு மரபு,மணவை முஸ்தபா
Uniform Resource Identifier,uniform resource identifier,general,ஒரு சீரான வள அடையாளங் காட்டி,ஒரு சீரான வள அடையாளங் காட்டி,மணவை முஸ்தபா
Uniform Resource Name,uniform resource name,general,ஒரு சீரான வளப் பெயர்,ஒரு சீரான வளப் பெயர்,மணவை முஸ்தபா
UniForum,uniforum,general,யுனிஃபாரம்,யுனிஃபாரம்,மணவை முஸ்தபா
unigraphics,unigraphics,general,யூனிகீராஃபிக்ஸ்,யூனிகீராஃபிக்ஸ்,மணவை முஸ்தபா
uninitialized,uninitialized,general,ஆரம்பிக்கப்படாத,ஆரம்பிக்கப்படாத,மணவை முஸ்தபா
uninstall,uninstall,general,நிறுவியது நீக்கு; நிறுவுகை நீக்கு,நிறுவியது நீக்கு; நிறுவுகை நீக்கு,மணவை முஸ்தபா
union,union,general,ஒன்றல்,ஒன்றல்,மணவை முஸ்தபா
union-compatible,union-compatible,general,இணைக்கத்தகு,இணைக்கத்தகு,மணவை முஸ்தபா
unipolar,unipolar,general,ஒருமுனைப் போக்கு,"ஒருமுனைப் போக்கு,ஒரு துருவம்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
Unique Key,unique key,general,தனியொரு திறவி,தனியொரு திறவி,மு.சிவலிங்கம்
unit,unit,general,அகம்,"அகம்,அணி,ஒன்று,அலகு,பிரிவு","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா,aangilam.org"
unit position,unit position,general,ஒன்றின் டம்,"ஒன்றின் டம்,புல நிலை; ஒன்றின் நிலை","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
unit record,unit record,database,பதிவேடு அலகு,பதிவேடு அலகு,மணவை முஸ்தபா
unit record system,unit record system,database,அலகு பதிவு அமைப்பு,அலகு பதிவு அமைப்பு,மணவை முஸ்தபா
"unit, audio response","unit, audio response",general,கேட் பொலி உணர் அலகு; கேட் பொலி உணர்பாகம்,கேட் பொலி உணர் அலகு; கேட் பொலி உணர்பாகம்,மணவை முஸ்தபா
"unit, central control","unit, central control",general,மையக் கட்டுப்பாட்டகம்,மையக் கட்டுப்பாட்டகம்,மணவை முஸ்தபா
"unit, central processing","unit, central processing",general,மையச் செயலகம்,மையச் செயலகம்,மணவை முஸ்தபா
"unit, control","unit, control",general,கட்டுப்பாட்டகம்,கட்டுப்பாட்டகம்,மணவை முஸ்தபா
"unit, tape","unit, tape",general,நாடா அலகு; நாடா அகம்,நாடா அலகு; நாடா அகம்,மணவை முஸ்தபா
"unit, visual display","unit, visual display",general,புலன் காட்சி அலகு,புலன் காட்சி அலகு,மணவை முஸ்தபா
United States of America Standards Institute,united states of america standards institute,general,அமெரிக்க நாட்டுத் தர நிறுவனம் (USASI),அமெரிக்க நாட்டுத் தர நிறுவனம் (USASI),மணவை முஸ்தபா
unity,unity,general,யூனிஃபை,யூனிஃபை,மணவை முஸ்தபா
UNIVAC I,univac i,general,யூனிவாக் I,யூனிவாக் I,மணவை முஸ்தபா
universal asynchronous receiver/ transmitter,universal asynchronous receiver/ transmitter,general,யுனிவர்சல் அசிங்க்ரனஸ் ரிசீவர்/டிரான்ஸ்மிட்டர்,யுனிவர்சல் அசிங்க்ரனஸ் ரிசீவர்/டிரான்ஸ்மிட்டர்,மணவை முஸ்தபா
universal indentifier,universal indentifier,office,உலக அடையாளம் காட்டி,உலக அடையாளம் காட்டி,மணவை முஸ்தபா
universal language,universal language,networking,உலக மொழி,உலக மொழி,மணவை முஸ்தபா
Universal Product Code (UPC),universal product code (upc),programming,உலக உற்பத்திக் குறியீடு,உலக உற்பத்திக் குறியீடு,மணவை முஸ்தபா
Universal Server,universal server,networking,யுனிவர்சல் செர்வர் (உலகளாவிய வழங்கன்),யுனிவர்சல் செர்வர் (உலகளாவிய வழங்கன்),மணவை முஸ்தபா
universal time coordinate,universal time coordinate,general,உலகளாவிய நேர மதிப்பு,உலகளாவிய நேர மதிப்பு,மணவை முஸ்தபா
UNIX,unix,general,யக்கமைப்பு வகையில் ஒன்று,"யக்கமைப்பு வகையில் ஒன்று,யூனிக்ஸ்; செயல்பாட்டு நிரல்; இயக்க அமைப்பு வகையில் ஒன்று","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
UNIX shell account,unix shell account,general,யூனிக்ஸ் செயல்தளக் கணக்கு,யூனிக்ஸ் செயல்தளக் கணக்கு,மணவை முஸ்தபா
UNIX shell scripts,unix shell scripts,general,யூனிக்ஸ் செயல் தளக் உரைநிரல்கள்,யூனிக்ஸ் செயல் தளக் உரைநிரல்கள்,மணவை முஸ்தபா
unknown host,unknown host,general,தெரியாப் புரவன்; கண்டறியாப் புரவன்,தெரியாப் புரவன்; கண்டறியாப் புரவன்,மணவை முஸ்தபா
unknown recipients,unknown recipients,general,"தெரியாத பெறுநர், கண்டறியாப் பெறுநர்","தெரியாத பெறுநர், கண்டறியாப் பெறுநர்",மணவை முஸ்தபா
unlighted dot,unlighted dot,general,ஒளியூட்டாத புள்ளிக் குறி,ஒளியூட்டாத புள்ளிக் குறி,மணவை முஸ்தபா
unload,unload,general,இறக்கு; நீக்கு,இறக்கு; நீக்கு,மணவை முஸ்தபா
Unmark,unmark,general,குறியெடு,"குறியெடு,குறிநீக்கு,அடையாளம் நீக்கல்","மு.சிவலிங்கம்,மணவை முஸ்தபா"
unmoderated,unmoderated,general,நடுவரில்லாத; கண்காணிப்பாளரில்லாத,நடுவரில்லாத; கண்காணிப்பாளரில்லாத,மணவை முஸ்தபா
unpack,unpack,general,அவிழ்,"அவிழ்,பிரி; அவிழ்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
unread,unread,general,படிக்கப்படாத,படிக்கப்படாத,மணவை முஸ்தபா
unrecoverable error,unrecoverable error,general,திருத்த முடியாப் பிழை; மீட்க முடியாப் பிழை,திருத்த முடியாப் பிழை; மீட்க முடியாப் பிழை,மணவை முஸ்தபா
unsent message,unsent message,mobile,அனுப்பாச் செய்தி,அனுப்பாச் செய்தி,மணவை முஸ்தபா
unset,unset,general,மதிப்புச் சுழியாக்கு,"மதிப்புச் சுழியாக்கு,சுழிப்படுத்து,தனியாக்கு","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
unshielded cable,unshielded cable,networking,உறையிடா வடம்,உறையிடா வடம்,மணவை முஸ்தபா
unsigned,unsigned,general,அடையாளமற்ற,அடையாளமற்ற,மணவை முஸ்தபா
unsubscribe,unsubscribe,general,சந்தா நீக்கு,சந்தா நீக்கு,மணவை முஸ்தபா
Unsupervised Learning,unsupervised learning,ai,மேற்பார்வையற்ற கற்றல்,மேற்பார்வையற்ற கற்றல்,காங்கேயன் பசுபதி
untar,untar,general,அன்டார்,அன்டார்,மணவை முஸ்தபா
unzip,unzip,general,அன்ஸிப்,அன்ஸிப்,மணவை முஸ்தபா
up,up,general,யங்கு நிலை,யங்கு நிலை,அண்ணா பல்கலைக்கழகம்
up and running,up and running,general,சாியாக யங்குநிலை,சாியாக யங்குநிலை,அண்ணா பல்கலைக்கழகம்
up arrow,up arrow,office,மேல் அம்புக்குறி,மேல் அம்புக்குறி,மணவை முஸ்தபா
up-and-running,up-and-running,general,"மேலேற்றி ஒட்டுதல்; மேலேயும், ஓடுவதும்","மேலேற்றி ஒட்டுதல்; மேலேயும், ஓடுவதும்",மணவை முஸ்தபா
UPC,upc,general,Universal Product Code -என்பதன் குறுக்கம்: பொது,Universal Product Code -என்பதன் குறுக்கம்: பொது,அண்ணா பல்கலைக்கழகம்
update,update,general,நிகழ்நிலைப் படுத்து,"நிகழ்நிலைப் படுத்து,புதுப்பி,இற்றைப்படுத்தல்; புதுப்பித்தல்; நிகழ்நிலைப் படுத்து; திருத்து; புதுநிலை,இற்றைப்படுத்து","அண்ணா பல்கலைக்கழகம்,மு.சிவலிங்கம்,மணவை முஸ்தபா,aangilam.org"
updated driver,updated driver,general,புதுப்பித்த இயக்கி,புதுப்பித்த இயக்கி,மணவை முஸ்தபா
updating and file maintenance,updating and file maintenance,general,புதுப்பித்தலும் கோப்பு பராமரித்தலும்,புதுப்பித்தலும் கோப்பு பராமரித்தலும்,மணவை முஸ்தபா
upgrade,upgrade,general,மேம்படுத்து,"மேம்படுத்து,மேம்படுத்து/மேம்படுத்தல்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா,aangilam.org"
upgrade processor,upgrade processor,hardware,செயலி மேம்படுத்து,செயலி மேம்படுத்து,மணவை முஸ்தபா
"upgrade, socket","upgrade, socket",hardware,பொருத்துவாய் மேம்படுத்து,பொருத்துவாய் மேம்படுத்து,மணவை முஸ்தபா
uplink,uplink,general,மேலிணை,மேலிணை,மணவை முஸ்தபா
upload,upload,internet,மேலேற்று,"மேலேற்று,பதிவேற்றம்,பதிவேற்று","அண்ணா பல்கலைக்கழகம்,மு.சிவலிங்கம்,மணவை முஸ்தபா,aangilam.org"
upper case,upper case,general,பெரிய எழுத்து,பெரிய எழுத்து,மணவை முஸ்தபா
upper memory area,upper memory area,hardware,நினைவக மேற்பகுதி,நினைவக மேற்பகுதி,மணவை முஸ்தபா
uppercase,uppercase,general,மேல்தட்டு எழுத்து,"மேல்தட்டு எழுத்து,பேரெழுத்து",அண்ணா பல்கலைக்கழகம்
UPS,ups,general,யுபீஎஸ்,யுபீஎஸ்,மணவை முஸ்தபா
uptime,uptime,general,மேல்நேரம்,மேல்நேரம்,மணவை முஸ்தபா
upward compatible,upward compatible,general,மேல்நிலைப் பொருத்தம்,"மேல்நிலைப் பொருத்தம்,மேல் நோக்கிய ஏற்புடைமை","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
urban legend,urban legend,general,நகர்புறக் கதை,நகர்புறக் கதை,மணவை முஸ்தபா
URL,url,internet,யுஆர்எல்,"யுஆர்எல்,(இணைய) முகவரி","மணவை முஸ்தபா,aangilam.org"
usability,usability,general,பயன்தன்மை,"பயன்தன்மை,பயன்மை,பயன்படுத்தக்கூடிய தன்மை","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
usable,usable,general,பயன்படத்தகு,பயன்படத்தகு,மணவை முஸ்தபா
USB,usb,general,யுஎஸ்பி,யுஎஸ்பி,மணவை முஸ்தபா
use,use,general,பயன்,பயன்,மணவை முஸ்தபா
use error correction,use error correction,general,பிழை திருத்தும் வசதி,பிழை திருத்தும் வசதி,மணவை முஸ்தபா
usenet,usenet,general,யூஸ்நெட்,யூஸ்நெட்,மணவை முஸ்தபா
usenet user list,usenet user list,general,யூஸ்நெட் பயனாளா் பட்டியல்,யூஸ்நெட் பயனாளா் பட்டியல்,மணவை முஸ்தபா
user,user,general,பயனர்,"பயனர்,பயனாளர்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா,aangilam.org"
user account,user account,general,பயனாளர் கணக்கு,"பயனாளர் கணக்கு,பயனர் கணக்கு","மணவை முஸ்தபா,aangilam.org"
user agent,user agent,ai,பயனாளர் முகவர்,பயனாளர் முகவர்,மணவை முஸ்தபா
user and group accounts,user and group accounts,general,"பயனாளர், குழுக் கணக்குகள்","பயனாளர், குழுக் கணக்குகள்",மணவை முஸ்தபா
user and group permissions,user and group permissions,general,"பயனாளர், குழு அனுமதிகள்","பயனாளர், குழு அனுமதிகள்",மணவை முஸ்தபா
user defined function,user defined function,programming,பயனர் வரையறுத்த சார்பு,பயனர் வரையறுத்த சார்பு,அண்ணா பல்கலைக்கழகம்
user defined function key,user defined function key,programming,பயனாளர் வரையறுக்கும் பணி விசை,பயனாளர் வரையறுக்கும் பணி விசை,மணவை முஸ்தபா
user defined key,user defined key,general,பயனாளர் வரையறுக்கும் விசை,பயனாளர் வரையறுக்கும் விசை,மணவை முஸ்தபா
user friendly,user friendly,general,பயனர் தோழமை,"பயனர் தோழமை,பயனர் தோழமை","அண்ணா பல்கலைக்கழகம்,மு.சிவலிங்கம்"
user group,user group,general,பயனர் குழு,"பயனர் குழு,பயனாளர் குழு","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
user interface,user interface,general,பயனாளர் இடைமுகம்; பயனாளர் இடைப்பாடு,பயனாளர் இடைமுகம்; பயனாளர் இடைப்பாடு,மணவை முஸ்தபா
user interface design,user interface design,general,பயனாளர் இடைமுக வடிவமைப்பு,பயனாளர் இடைமுக வடிவமைப்பு,மணவை முஸ்தபா
user interface tier,user interface tier,general,பயனாளர் இடைமுக அடுக்கு. ​,பயனாளர் இடைமுக அடுக்கு. ​,மணவை முஸ்தபா
user profile,user profile,general,பயனர் விவரம்,"பயனர் விவரம்,பயனாளர் குறிப்பு; பயனாளர் விவரம்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
user programms,user programms,programming,பயனாளர் செயல்முறை,பயனாளர் செயல்முறை,மணவை முஸ்தபா
User Prompt,user prompt,ai,பயனர் தூண்டுவினா,"பயனர் தூண்டுவினா,பயனர் கட்டளை",காங்கேயன் பசுபதி
User Role,user role,general,பயனர் பாத்திரம்,பயனர் பாத்திரம்,காங்கேயன் பசுபதி
user state,user state,general,பயனாளர் நிலை,பயனாளர் நிலை,மணவை முஸ்தபா
user terminal,user terminal,general,பயனர் முனையம்,"பயனர் முனையம்,பயனாளர் முனையம்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
user's manual,user's manual,general,பயனாளரின் கையேடு,பயனாளரின் கையேடு,மணவை முஸ்தபா
user-defined characters,user-defined characters,general,பயனாளர் வரையறுக்கும் எழுத்துகள்,பயனாளர் வரையறுக்கும் எழுத்துகள்,மணவை முஸ்தபா
user-defined data type,user-defined data type,general,பயனாளர் வரையறுக்கும் தரவு இனம்,பயனாளர் வரையறுக்கும் தரவு இனம்,மணவை முஸ்தபா
user-defined exception,user-defined exception,programming,பயனாளர் வரையறு விதிவிலக்கு,பயனாளர் வரையறு விதிவிலக்கு,மணவை முஸ்தபா
user-defined function,user-defined function,programming,பயனாளர் வரையறுக்கும் பணி; பயனாளர் வரையறைச் சார்பலன்,பயனாளர் வரையறுக்கும் பணி; பயனாளர் வரையறைச் சார்பலன்,மணவை முஸ்தபா
user-friendly,user-friendly,general,பயனாளர் தோழமையான,பயனாளர் தோழமையான,மணவை முஸ்தபா
user-friendly software,user-friendly software,general,பயனாளர் - தோழமை மென்பொருள்,பயனாளர் - தோழமை மென்பொருள்,மணவை முஸ்தபா
Username,username,general,பயனர் பெயர்,"பயனர் பெயர்,பயனாளர் பெயர்","மு.சிவலிங்கம்,மணவை முஸ்தபா"
User’s guide,user’s guide,general,பயனர் வழிக்காட்டி,பயனர் வழிக்காட்டி,aangilam.org
USnail,usnail,general,யு'ஸ்னெயில்,யு'ஸ்னெயில்,மணவை முஸ்தபா
USRT,usrt,general,யுஎஸ்ஆர்டி,யுஎஸ்ஆர்டி,மணவை முஸ்தபா
utility,utility,general,பயன்பாடு,"பயன்பாடு,பயன்கூறு,பயனமைப்பு","அண்ணா பல்கலைக்கழகம்,மு.சிவலிங்கம்,aangilam.org"
utility function,utility function,programming,பயன்பாட்டுப் பணி,பயன்பாட்டுப் பணி,மணவை முஸ்தபா
utility programme,utility programme,programming,பயன்பாட்டு நிரல்,பயன்பாட்டு நிரல்,அண்ணா பல்கலைக்கழகம்
utility programms,utility programms,programming,பயன்பாட்டு நிரல் தொடர்கள் ; பயனீட்டுச் செயல்பாட்டு முறைகள்; பயனீட்டுச் செயல் முறைகள்,பயன்பாட்டு நிரல் தொடர்கள் ; பயனீட்டுச் செயல்பாட்டு முறைகள்; பயனீட்டுச் செயல் முறைகள்,மணவை முஸ்தபா
utility routine,utility routine,programming,பயன்பாட்டு வாலாயம்,பயன்பாட்டு வாலாயம்,மணவை முஸ்தபா
utility software,utility software,general,பயன்கூறு மென்பொருள்,பயன்கூறு மென்பொருள்,மணவை முஸ்தபா
utility statistics,utility statistics,general,பயன்பாட்டுப் புள்ளிவிவரம்,பயன்பாட்டுப் புள்ளிவிவரம்,அண்ணா பல்கலைக்கழகம்
utilization ratio,utilization ratio,general,பயன்பாட்டு விகிதம்,பயன்பாட்டு விகிதம்,மணவை முஸ்தபா
utilization statistics,utilization statistics,general,பயன்கூறு புள்ளிவிவரம்; பயன்பாட்டுப் புள்ளிவிவரங்கள்,பயன்கூறு புள்ளிவிவரம்; பயன்பாட்டுப் புள்ளிவிவரங்கள்,மணவை முஸ்தபா
UUCP,uucp,general,யுயுசிபி,யுயுசிபி,மணவை முஸ்தபா
uudecode1,uudecode1,programming,யுயுடிக்கோடு1,யுயுடிக்கோடு1,மணவை முஸ்தபா
uudecode2,uudecode2,programming,யுயுகுறிவிலக்கம்2,யுயுகுறிவிலக்கம்2,மணவை முஸ்தபா
uuencode1,uuencode1,programming,யுயுஎன்கோடு1,யுயுஎன்கோடு1,மணவை முஸ்தபா
uuencode2,uuencode2,programming,யுயுகுறியாக்கம்2,யுயுகுறியாக்கம்2,மணவை முஸ்தபா
uupc,uupc,general,யுயுபீசி,யுயுபீசி,மணவை முஸ்தபா
uոmoսոt,uոmoսոt,general,பெயர்த்தெடு; கழற்று; நீக்கு,பெயர்த்தெடு; கழற்று; நீக்கு,மணவை முஸ்தபா
V,v,general,வோல்ட்,வோல்ட்,மணவை முஸ்தபா
V. 120,v. 120,general,வி. 120,வி. 120,மணவை முஸ்தபா
V. 27ter,v. 27ter,general,வி. 27டெர்,வி. 27டெர்,மணவை முஸ்தபா
V. 29,v. 29,general,வி. 29,வி. 29,மணவை முஸ்தபா
V. 32turbo,v. 32turbo,general,வி. 32டர்போ,வி. 32டர்போ,மணவை முஸ்தபா
V. 54,v. 54,general,வி. 54,வி. 54,மணவை முஸ்தபா
V. 56bis,v. 56bis,general,வி. 56பிஸ்,வி. 56பிஸ்,மணவை முஸ்தபா
V. Fast Class,v. fast class,programming,வி. வேக வகுப்பு; வி. வேக இனக்குழு,வி. வேக வகுப்பு; வி. வேக இனக்குழு,மணவை முஸ்தபா
"V20, V30","v20, v30",general,"வி20, வி30","வி20, வி30",மணவை முஸ்தபா
VAB,vab,general,Voice Answer Bank -என்பதன் குறுக்கம்: குரல் விடை,"Voice Answer Bank -என்பதன் குறுக்கம்: குரல் விடை,விஏபி","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
vaccine,vaccine,general,தடுப்பு,தடுப்பு,அண்ணா பல்கலைக்கழகம்
vaccum chamber,vaccum chamber,general,வெற்றிட அறை,வெற்றிட அறை,மணவை முஸ்தபா
vacuum tube,vacuum tube,general,வெற்றிடக் குழல்,வெற்றிடக் குழல்,அண்ணா பல்கலைக்கழகம்
VAL,val,general,Vicar Arm Language -என்பதன் குறுக்கம்: எந்திரன் -,Vicar Arm Language -என்பதன் குறுக்கம்: எந்திரன் -,அண்ணா பல்கலைக்கழகம்
valid octal numbers,valid octal numbers,general,முறைப்படியான எட்டிலக்க எண்கள்,முறைப்படியான எட்டிலக்க எண்கள்,மணவை முஸ்தபா
validation,validation,general,செல்லுபடி சோதனை,"செல்லுபடி சோதனை,செல்லுபடியாக்கம்; செல்லுபடி சோதனை; ஏற்புடைத்தாக்கல்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
validation rule,validation rule,general,செல்லுபடி விதி;,செல்லுபடி விதி;,மணவை முஸ்தபா
Validation Set,validation set,general,சரிபார்ப்புத் தொகுதி,சரிபார்ப்புத் தொகுதி,காங்கேயன் பசுபதி
validation suite,validation suite,general,செல்லுபடிச் சோதனைத் தொகுதி,செல்லுபடிச் சோதனைத் தொகுதி,மணவை முஸ்தபா
validation text,validation text,general,செல்லுபடி உரை,செல்லுபடி உரை,மணவை முஸ்தபா
validity check,validity check,general,ஏற்புத்தகுதிச் சரிபார்ப்பு,ஏற்புத்தகுதிச் சரிபார்ப்பு,மணவை முஸ்தபா
value,value,general,மதிப்பு,"மதிப்பு,மதிப்பளவு","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
Value Added Network (VAN),value added network (van),ai,மதிப்பேற்று பிணையம்,"மதிப்பேற்று பிணையம்,மதிப்பேற்றுப் பிணையம்; மதிப்புக் கூட்டிய பிணையம்","மு.சிவலிங்கம்,மணவை முஸ்தபா"
value added service,value added service,general,மதிப்புக் கூட்டிய சேவை,மதிப்புக் கூட்டிய சேவை,மணவை முஸ்தபா
value list,value list,general,மதிப்புப் பட்டியல்,மதிப்புப் பட்டியல்,மணவை முஸ்தபா
"value, null","value, null",general,வெற்று மதிப்பு; இல் மதிப்பு,வெற்று மதிப்பு; இல் மதிப்பு,மணவை முஸ்தபா
value-added reseller,value-added reseller,general,மதிப்பேற்று மறுவிற்பனையாளர்,மதிப்பேற்று மறுவிற்பனையாளர்,மணவை முஸ்தபா
Vandalism,vandalism,general,நாசவேலை,நாசவேலை,aangilam.org
vapourphase refrigiration,vapourphase refrigiration,general,ஆவி வழி குளிரூட்டு முறை,ஆவி வழி குளிரூட்டு முறை,மணவை முஸ்தபா
vapourware,vapourware,general,ஆவிப்பொருள்,ஆவிப்பொருள்,மணவை முஸ்தபா
variable,variable,programming,மாறி,"மாறி/மாறுப்படுகிற,மாறி,மாறியல்; மாறி; மதிப்புரு; மாறுவகை,மாறிலிகள்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா,மு.சிவலிங்கம்,aangilam.org"
variable address,variable address,programming,மாறு முகவரி,மாறு முகவரி,மணவை முஸ்தபா
variable block,variable block,programming,மாறு தொகுதி,மாறு தொகுதி,மணவை முஸ்தபா
variable expression,variable expression,programming,மாறு நிலைத் தொடர்,மாறு நிலைத் தொடர்,மணவை முஸ்தபா
variable field,variable field,database,மாறுபுலம்,மாறுபுலம்,மணவை முஸ்தபா
variable length,variable length,programming,மாறு நீளம்,மாறு நீளம்,மணவை முஸ்தபா
variable length field,variable length field,database,மாறு நீளப்புலம்,மாறு நீளப்புலம்,மணவை முஸ்தபா
variable length record,variable length record,database,மாறு நீள ஏடு,மாறு நீள ஏடு,அண்ணா பல்கலைக்கழகம்
variable name,variable name,programming,மாறிலியின் பெயர்,மாறிலியின் பெயர்,மணவை முஸ்தபா
variable register,variable register,programming,மாறிலிப் பதிவகம்,மாறிலிப் பதிவகம்,மணவை முஸ்தபா
variable resistor,variable resistor,programming,மாறும் மின்தடை,"மாறும் மின்தடை,மாறு மின்தடை","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
variable word length,variable word length,programming,மாறியல் சொல் நீளம்,மாறியல் சொல் நீளம்,மணவை முஸ்தபா
variable-length record,variable-length record,database,மாறுநீள ஏடு,மாறுநீள ஏடு,மணவை முஸ்தபா
